	comment
334	['кишинёв', 'продажный', 'правительство', 'копейка', 'конарейка', 'продать', 'страна']
335	['цивилизовать', 'ваш', 'китай', 'цивилизовать', 'страна', 'просить', 'обратить', 'внимание', 'тенденция', 'развитие', 'потенциал', 'мегополис', 'понять', 'европа', 'рядом', 'стоять', 'мощь', 'величие', 'китай']
336	['хотеть', 'подставить', 'место', 'китай', 'желать', 'прям', 'китай', 'съесть', 'россия']
337	['китай', 'молдавия', 'китаец', 'ссориться']
338	['узнать', 'критерий', 'цивилизованность', 'пример', 'страна', 'ответ', 'разъяснять', 'сказать']
339	['это', 'цивилизовать', 'страна']
340	['молдова', 'предпочесть', 'дружить', 'рф', 'эритрея', 'северный', 'корь', 'буркина', 'фасо', 'сша', 'швейцария', 'норвегия', 'южный', 'корь', 'германия', 'австралия', 'канада', 'япония', 'весь', 'страна', 'ес', 'глупый', 'выбор', '😇😇😇']
341	['дружить', 'служить', 'сша', 'иже']
342	['рф', 'дружить', 'сша', 'служить', '🤣🤣🤣', 'двойной', 'стандарт', 'давно', 'подметить', 'кремлёбот', 'нечего', 'ответить', 'включать', 'кричалка', 'замусолить', 'друг', 'сша', 'раб']
343	['дружба', 'сша', '😂😂😂']
344	['простой', 'народ', 'делить', 'нечего', 'бизнес', 'друг', 'нэт', 'править', 'политика']
345	['сша', 'друг', 'прислуга']
346	['простой', 'народ', 'нормальный', 'страна', 'явно', 'предпочитать', 'дружить', 'развитой', 'страна', 'мир', 'нищий', 'полудикий', 'племя', 'страна', 'автократия']
347	['россия', 'друг']
348	[]
349	['китай', 'китай', 'друг', 'китай', 'действовать', 'свой', 'интерес', 'мочь', 'лукашенко', 'странный', 'друг', 'использовать', 'раб', 'страна', 'плацдарм', 'друг', 'давно', 'китайский', 'вооружение', 'победить', 'украина', 'нато', 'поле', 'бой', 'заняться', 'тайвань']
350	['дело', 'страна', 'власть', 'полностью', 'соглашаться', 'народ', 'власть', 'феодальный', 'палец', 'показывать', 'скрытый', 'власть', 'деньга', 'власть', 'сша', 'англия', 'слуга', 'купить', 'запугать', 'труп', 'думать', 'дойти', 'брить', 'рука', 'народ', 'статистый']
351	['молдаванин', 'поддерживать', 'санда']
352	['очередной', 'рф', 'поставить', 'рак']
353	['поставить', 'страна', '⤵']
354	['молдавия', 'натянутый', '🤷\\', '♂️']
355	[]
356	['просто', 'интересно', 'это', 'писать', 'брать', 'учёт', 'окно', 'тврориться', 'всё', 'равно', 'лишь', 'окоп', 'забрать']
357	['даа', 'очеердный', 'прошлый', 'поставить', 'ожидать', 'развалиться', 'послый', 'введение', 'против', 'санкция', 'разалиться']
358	['посмотреть', 'суслик', 'медведь', 'пытаться', 'рак', 'поставить', 'думать', 'забавный', 'зрелище', 'получиться']
359	['рак', 'поставить', 'молдавия', 'причём', 'россия']
360	['виталий', 'х', 'хляцкий', 'юмор', '🤣']
361	['пидалик', 'выпрямиться', 'магунья', '😀']
362	[]
363	['хрен', 'пусть', 'катить']
364	['развести', 'лох', 'поехать', 'денежка']
365	['уехать', 'рф', 'немой', 'акцент', 'делать']
366	[]
367	['мусор', 'уехать', 'россия', 'немного', 'очиститься', '👍👍👍👍🇷🇺🇷🇺🇷🇺']
368	['деньга', 'уехать', 'россия', 'ещё', 'мусор']
369	['регулярно', 'посещать', 'уголовный', 'инспекция']
370	['никак', 'вернуться']
371	['всё', 'иностранный', 'фонд', 'россия', 'должный', 'закрытый', '😡😡😡']
372	['👍👍👍👍👍']
373	['восстановить', 'суверенитет', 'отечество', 'нужно', 'ельцин', 'центр', 'закрыть', 'закрыть', 'переделать', 'тематика', 'восхваление', 'х', 'рассказ', 'дело', 'тяжело', 'человек', 'правление', 'ельцин']
374	['нужно', 'закрывать', 'который', 'лояльно', 'относиться', 'россия']
