	test
3565	['ты', 'какой', 'дело', 'диван', 'нравиться', 'темп', 'идти', 'помогать', 'жалко', 'выглядеть', 'мужчина', 'подобный', 'видеть']
3566	[]
3567	[]
3568	['😁']
3569	['какой', 'мать', 'такой', 'ребёнок']
3570	['це', 'твой', 'мать', '😁']
3571	['пока', 'наш', 'тратить', 'сила', 'средство', 'взятие', 'посёлок', 'городской', 'тип', 'укр', 'готовить', 'резерв', 'ресурс', 'контрнаступление', 'весь', 'фронт']
3572	['если', 'всу', 'получиться', 'прорваться', 'крым', 'шойгу', 'думать', 'стоить', 'застрелиться', 'крымский', 'мост', 'вместе', 'герасимов']
3573	['начать', 'снова', 'думать', 'х']
3574	['думать', 'разумно', 'это', 'верить', 'это', 'весь', 'известно']
3575	['пока', 'ваш', 'тратить', 'сила', 'средство', 'взятие', 'какой', 'посёлок', 'наш', 'освобождать', 'ваш', 'страна', 'укронацист']
3576	['артёмовск', 'открывать', 'новый', 'направление', 'также', 'отодвинуть', 'ударный', 'сила', 'всу', 'донецк']
3577	['получиться', 'чушь']
3578	['например', 'россия', 'освободить', 'соледар']
3579	['дибил', 'зеленский', 'вчера']
3580	['не', 'он', 'часовой', 'яр']
3581	['час', 'ярый', 'оккупировать', 'расти', 'наци']
3582	['временно', 'оккупировать', 'укр', 'ци', 'стами']
3583	['именно', 'ангар', 'какой', 'побывать', 'человек', 'который', 'минута', 'фронт', 'побывать']
3584	['вообще', 'нигде', 'близко', 'небыть', 'ещё', 'идиот', 'пуля', 'ехать', 'инстинг', 'выживание', 'ещё', 'работать']
3585	['именно', 'киев', 'гараж', 'снять', 'смочь', 'узнать', 'окружение']
3586	['зеленский', 'бывать', 'выясниться']
3587	['ясно']
3588	['выясниться']
3589	['кладбище', 'наверное']
3590	['на', 'город', 'освободить']
3591	['скорее', 'разрушить']
3592	['скорее', 'освободить', 'слава', 'россия', 'брат🇷🇺🇷🇺']
3593	['да', 'скорее', 'разрушить', 'точно', 'ты', 'говорить', 'слава', 'россия', 'ты', 'нацист']
3594	['слава', 'россия', 'слава', 'русский', 'армия', 'брат', '🇷🇺🇷🇺🇷🇺🇷🇺']
3595	['а', 'иметь', 'против', 'русский', 'армия', 'брат']
3596	['сейчас', 'нужно', 'думать', 'говорить', 'сверху', 'ты', 'указ', 'читать']
3597	['чей', 'крым', 'брат']
3598	['не', 'знать', 'я', 'география', 'вообще', 'плохо', 'а', 'это']
3599	['так', 'чей', 'крым', 'братишка']
3600	['мой']
3601	['❗', 'всі', 'удари', 'росії', 'отримають', 'військова', 'політичнуть', 'тот', 'юридичнуть', 'відповідь', '✅']
3602	[]
3603	['особо', 'позабавить', 'политичнуть', 'юридичнуть', 'а', 'вийськовия', 'говорить', 'нечего']
3604	['что', 'бачить', 'тарабарский']
3605	['никто', 'понимать', 'язык', 'мочь', 'это', 'свой', 'чатик', 'обсуждать', 'добиться']
3606	['самый', 'тупой', 'действие', 'который', 'сделать', 'зайти', 'вк', 'писать', 'украинский']
3607	[]
3608	['валить', 'искать', 'мовослогать']
3609	['запретиой', 'пользование', 'российский', 'соц', 'сеть', 'год', 'нарушитель', 'получаться']
3610	['тик', 'ток', 'запретить', 'равно', 'лезть', 'далёкий']
3611	['серьёзно', 'он', 'запрещать', 'показать', 'закон', 'написать', 'запрет', 'использование', 'тик', 'ток', 'ограничить', 'возможность', 'снимать', 'насколько', 'знать', 'смотреть', 'никто', 'запретить', 'в', 'время', 'официальный', 'указ', 'запретить']
3612	['читать', 'месяц', 'назад']
3613	['такой', 'новость', 'мес', 'назад', 'новость', 'блокирование', 'путь', 'поставка']
3614	[]
3615	['притормозить', 'когда', 'сделать', 'свой', 'дело', 'период', 'корона', 'этот', 'код', 'понять', 'человек', 'овечка', 'пойти', 'прививаться', 'код', 'получать', 'тормозить', 'зря', 'вводить', 'цифровой', 'руль', 'пробовать', 'очеееень', 'огромный', 'деньга', 'тратить', 'мочь', 'потратить', 'армия', 'б', 'просто', 'стратегия']
